wandb: Currently logged in as: yog1thun (yog1thun-peking-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run 2k0sdzye
wandb: Tracking run with wandb version 0.23.1
wandb: Run data is saved locally in models/20260108-165245/wandb/run-20260108_165248-2k0sdzye
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run learner_2977856
wandb: ⭐️ View project at https://wandb.ai/yog1thun-peking-university/mahjong-rl
wandb: 🚀 View run at https://wandb.ai/yog1thun-peking-university/mahjong-rl/runs/2k0sdzye
Loaded pre-trained model from ckpt/20251230-175913/100.pkl
[Train] Iteration 0, total loss -0.0966, policy loss -51.1968, value loss 44.1821, entropy loss -0.0059, predict loss 6.9182
[Train] Iteration 3930, total loss 7.4523, policy loss -4.5349, value loss 5.4308, entropy loss -0.0130, predict loss 6.5566
[Train] Iteration 3931, total loss 7.5278, policy loss -4.0916, value loss 5.2392, entropy loss -0.0058, predict loss 6.3803
[Train] Iteration 3932, total loss 13.4600, policy loss -4.4607, value loss 11.1750, entropy loss -0.0057, predict loss 6.7458
[Train] Iteration 3933, total loss 11.0445, policy loss -3.4631, value loss 7.8819, entropy loss -0.0135, predict loss 6.6260
[Train] Iteration 3934, total loss 5.3656, policy loss -3.9897, value loss 2.7702, entropy loss -0.0156, predict loss 6.5854
[Train] Iteration 3935, total loss 6.2467, policy loss -4.4340, value loss 3.6331, entropy loss -0.0204, predict loss 7.0480
[Train] Iteration 3936, total loss 9.2950, policy loss -4.2368, value loss 7.1196, entropy loss -0.0079, predict loss 6.4123
[Train] Iteration 3937, total loss 8.1108, policy loss -4.3881, value loss 5.7346, entropy loss -0.0048, predict loss 6.7643
[Train] Iteration 3938, total loss 7.8465, policy loss -4.3175, value loss 5.6354, entropy loss -0.0082, predict loss 6.5288
[Train] Iteration 3939, total loss 5.6554, policy loss -4.1543, value loss 3.1709, entropy loss -0.0208, predict loss 6.6392
[Train] Iteration 3940, total loss 7.7822, policy loss -4.3130, value loss 5.6196, entropy loss -0.0062, predict loss 6.4758
[Train] Iteration 3941, total loss 8.3643, policy loss -4.0717, value loss 5.7145, entropy loss -0.0181, predict loss 6.7219
[Train] Iteration 3942, total loss 6.8274, policy loss -4.1593, value loss 4.4053, entropy loss -0.0130, predict loss 6.5817
[Train] Iteration 3943, total loss 8.2708, policy loss -4.4005, value loss 5.8282, entropy loss -0.0150, predict loss 6.8434
[Train] Iteration 3944, total loss 7.3545, policy loss -4.3073, value loss 4.6975, entropy loss -0.0242, predict loss 6.9647
[Train] Iteration 3945, total loss 7.1820, policy loss -4.4728, value loss 5.0523, entropy loss -0.0107, predict loss 6.6027
[Train] Iteration 3946, total loss 6.8511, policy loss -4.0244, value loss 4.5352, entropy loss -0.0136, predict loss 6.3406
[Train] Iteration 3947, total loss 5.9539, policy loss -3.9321, value loss 3.4190, entropy loss -0.0093, predict loss 6.4672
[Train] Iteration 3948, total loss 10.3391, policy loss -3.7643, value loss 7.6412, entropy loss -0.0121, predict loss 6.4624
[Train] Iteration 3949, total loss 8.3781, policy loss -3.4808, value loss 5.3891, entropy loss -0.0115, predict loss 6.4701
[Train] Iteration 3950, total loss 7.0266, policy loss -4.2070, value loss 4.3914, entropy loss -0.0246, predict loss 6.8427
[Train] Iteration 3951, total loss 8.7369, policy loss -3.8638, value loss 6.3885, entropy loss -0.0121, predict loss 6.2125
[Train] Iteration 3952, total loss 7.2854, policy loss -3.9605, value loss 4.7179, entropy loss -0.0122, predict loss 6.5283
[Train] Iteration 3953, total loss 10.1597, policy loss -3.6119, value loss 6.9420, entropy loss -0.0080, predict loss 6.8297
[Train] Iteration 3954, total loss 10.0234, policy loss -3.8819, value loss 7.2951, entropy loss -0.0126, predict loss 6.6105
[Train] Iteration 3955, total loss 7.0108, policy loss -3.6564, value loss 4.0521, entropy loss -0.0072, predict loss 6.6153
[Train] Iteration 3956, total loss 7.1924, policy loss -4.0811, value loss 4.7091, entropy loss -0.0122, predict loss 6.5646
[Train] Iteration 3957, total loss 6.0514, policy loss -3.9670, value loss 3.4542, entropy loss -0.0173, predict loss 6.5646
[Train] Iteration 3958, total loss 7.3111, policy loss -3.8652, value loss 4.7187, entropy loss -0.0136, predict loss 6.4579
[Train] Iteration 3959, total loss 4.3691, policy loss -4.4466, value loss 2.4570, entropy loss -0.0090, predict loss 6.3588
[Train] Iteration 3960, total loss 7.3269, policy loss -4.3339, value loss 4.9181, entropy loss -0.0102, predict loss 6.7429
[Train] Iteration 3961, total loss 7.6801, policy loss -4.0426, value loss 5.4733, entropy loss -0.0161, predict loss 6.2496
[Train] Iteration 3962, total loss 6.8409, policy loss -3.9887, value loss 4.1915, entropy loss -0.0086, predict loss 6.6383
[Train] Iteration 3963, total loss 7.0024, policy loss -3.8580, value loss 4.1735, entropy loss -0.0141, predict loss 6.6871
[Train] Iteration 3964, total loss 13.0077, policy loss -3.8573, value loss 10.1257, entropy loss -0.0212, predict loss 6.7397
[Train] Iteration 3965, total loss 11.7343, policy loss -4.3760, value loss 9.4672, entropy loss -0.0169, predict loss 6.6434
[Train] Iteration 3966, total loss 10.7441, policy loss -4.3078, value loss 7.7570, entropy loss -0.0153, predict loss 7.2951
[Train] Iteration 3967, total loss 6.9193, policy loss -4.0447, value loss 4.6000, entropy loss -0.0135, predict loss 6.3642
[Train] Iteration 3968, total loss 9.3161, policy loss -4.2484, value loss 7.0785, entropy loss -0.0086, predict loss 6.4862
[Train] Iteration 3969, total loss 8.0354, policy loss -3.9928, value loss 5.4426, entropy loss -0.0135, predict loss 6.5859
[Train] Iteration 3970, total loss 6.9149, policy loss -4.2059, value loss 4.9791, entropy loss -0.0300, predict loss 6.1423
[Train] Iteration 3971, total loss 7.4998, policy loss -3.9441, value loss 4.7007, entropy loss -0.0159, predict loss 6.7436
[Train] Iteration 3972, total loss 8.8880, policy loss -4.2686, value loss 6.4477, entropy loss -0.0080, predict loss 6.7091
[Train] Iteration 3973, total loss 7.3105, policy loss -4.3335, value loss 4.8847, entropy loss -0.0154, predict loss 6.7596
[Train] Iteration 3974, total loss 6.8548, policy loss -3.5580, value loss 3.5686, entropy loss -0.0149, predict loss 6.8445
[Train] Iteration 3975, total loss 6.8665, policy loss -4.1247, value loss 4.1660, entropy loss -0.0179, predict loss 6.8255
[Train] Iteration 3976, total loss 7.4169, policy loss -4.5464, value loss 5.2196, entropy loss -0.0140, predict loss 6.7440
[Train] Iteration 3977, total loss 5.7826, policy loss -4.0689, value loss 2.9259, entropy loss -0.0088, predict loss 6.9257
[Train] Iteration 3978, total loss 6.1339, policy loss -4.1290, value loss 3.8729, entropy loss -0.0143, predict loss 6.3903
[Train] Iteration 3979, total loss 7.3204, policy loss -4.1219, value loss 4.8850, entropy loss -0.0070, predict loss 6.5574
[Train] Iteration 3980, total loss 11.4679, policy loss -3.8186, value loss 8.3777, entropy loss -0.0155, predict loss 6.9090
[Train] Iteration 3981, total loss 12.2934, policy loss -4.3337, value loss 9.8487, entropy loss -0.0042, predict loss 6.7784
[Train] Iteration 3982, total loss 10.2596, policy loss -3.4935, value loss 7.2080, entropy loss -0.0113, predict loss 6.5453
[Train] Iteration 3983, total loss 6.0540, policy loss -4.4282, value loss 4.4650, entropy loss -0.0187, predict loss 6.0176
[Train] Iteration 3984, total loss 7.9360, policy loss -4.3452, value loss 5.8880, entropy loss -0.0198, predict loss 6.3936
[Train] Iteration 3985, total loss 8.6908, policy loss -4.1075, value loss 6.3941, entropy loss -0.0118, predict loss 6.4045
[Train] Iteration 3986, total loss 11.3631, policy loss -3.9547, value loss 8.9146, entropy loss -0.0152, predict loss 6.4035
[Train] Iteration 3987, total loss 7.0460, policy loss -4.1087, value loss 4.7926, entropy loss -0.0153, predict loss 6.3623
[Train] Iteration 3988, total loss 10.5618, policy loss -4.4259, value loss 8.2643, entropy loss -0.0195, predict loss 6.7239
[Train] Iteration 3989, total loss 10.2662, policy loss -4.6860, value loss 7.9666, entropy loss -0.0179, predict loss 6.9859
[Train] Iteration 3990, total loss 9.0346, policy loss -4.0063, value loss 6.6923, entropy loss -0.0132, predict loss 6.3489
[Train] Iteration 3991, total loss 6.1938, policy loss -4.2846, value loss 4.2624, entropy loss -0.0169, predict loss 6.2163
[Train] Iteration 3992, total loss 7.5715, policy loss -4.3802, value loss 5.7251, entropy loss -0.0142, predict loss 6.2269
[Train] Iteration 3993, total loss 12.9485, policy loss -3.7259, value loss 10.1952, entropy loss -0.0114, predict loss 6.4793
[Train] Iteration 3994, total loss 8.5810, policy loss -3.9845, value loss 6.6394, entropy loss -0.0187, predict loss 5.9264
[Train] Iteration 3995, total loss 4.7805, policy loss -4.1213, value loss 2.4597, entropy loss -0.0190, predict loss 6.4425
[Train] Iteration 3996, total loss 6.0120, policy loss -4.2115, value loss 3.5167, entropy loss -0.0099, predict loss 6.7070
[Train] Iteration 3997, total loss 8.7504, policy loss -4.4546, value loss 6.5720, entropy loss -0.0024, predict loss 6.6330
[Train] Iteration 3998, total loss 17.6383, policy loss -4.4457, value loss 15.3998, entropy loss -0.0122, predict loss 6.6844
[Train] Iteration 3999, total loss 7.1807, policy loss -3.7259, value loss 4.5270, entropy loss -0.0148, predict loss 6.3800
[Train] Iteration 4000, total loss 10.0471, policy loss -4.1222, value loss 7.7647, entropy loss -0.0127, predict loss 6.4049
[Train] Iteration 4001, total loss 6.6321, policy loss -3.8521, value loss 3.7037, entropy loss -0.0140, predict loss 6.7808
[Train] Iteration 4002, total loss 10.6642, policy loss -3.5078, value loss 7.5870, entropy loss -0.0135, predict loss 6.5852
[Train] Iteration 4003, total loss 7.4845, policy loss -4.2098, value loss 5.3030, entropy loss -0.0165, predict loss 6.3917
[Train] Iteration 4004, total loss 7.3917, policy loss -4.0094, value loss 4.9295, entropy loss -0.0112, predict loss 6.4717
[Train] Iteration 4005, total loss 6.3879, policy loss -4.2993, value loss 4.1313, entropy loss -0.0177, predict loss 6.5562
[Train] Iteration 4006, total loss 5.3860, policy loss -4.5982, value loss 3.6041, entropy loss -0.0186, predict loss 6.3805
[Train] Iteration 4007, total loss 8.7937, policy loss -3.9556, value loss 6.6480, entropy loss -0.0173, predict loss 6.1017
[Train] Iteration 4008, total loss 11.4406, policy loss -3.6229, value loss 8.5378, entropy loss -0.0138, predict loss 6.5259
[Train] Iteration 4009, total loss 8.0611, policy loss -4.5056, value loss 5.8202, entropy loss -0.0085, predict loss 6.7466
[Train] Iteration 4010, total loss 12.2529, policy loss -4.5356, value loss 10.4697, entropy loss -0.0141, predict loss 6.3190
[Train] Iteration 4011, total loss 11.0235, policy loss -3.4761, value loss 7.7536, entropy loss -0.0075, predict loss 6.7461
[Train] Iteration 4012, total loss 7.9742, policy loss -3.6167, value loss 5.2175, entropy loss -0.0074, predict loss 6.3735
[Train] Iteration 4013, total loss 13.0747, policy loss -4.5832, value loss 10.9013, entropy loss -0.0145, predict loss 6.7569
[Train] Iteration 4014, total loss 7.8292, policy loss -4.1867, value loss 5.5743, entropy loss -0.0160, predict loss 6.4420
[Train] Iteration 4015, total loss 4.7851, policy loss -3.8038, value loss 2.0360, entropy loss -0.0217, predict loss 6.5533
[Train] Iteration 4016, total loss 10.1346, policy loss -4.4802, value loss 8.1825, entropy loss -0.0102, predict loss 6.4325
[Train] Iteration 4017, total loss 8.1567, policy loss -4.1101, value loss 5.6450, entropy loss -0.0258, predict loss 6.6223
[Train] Iteration 4018, total loss 9.4375, policy loss -4.0403, value loss 6.7731, entropy loss -0.0154, predict loss 6.7049
[Train] Iteration 4019, total loss 11.8733, policy loss -3.7542, value loss 9.1517, entropy loss -0.0115, predict loss 6.4760
[Train] Iteration 4020, total loss 14.7129, policy loss -3.7558, value loss 12.0146, entropy loss -0.0210, predict loss 6.4545
[Train] Iteration 4021, total loss 7.8014, policy loss -3.9811, value loss 5.2883, entropy loss -0.0180, predict loss 6.4946
[Train] Iteration 4022, total loss 7.1609, policy loss -4.1362, value loss 5.1349, entropy loss -0.0136, predict loss 6.1624
[Train] Iteration 4023, total loss 10.3307, policy loss -3.9009, value loss 7.6446, entropy loss -0.0061, predict loss 6.5872
[Train] Iteration 4024, total loss 6.3604, policy loss -4.1390, value loss 4.4077, entropy loss -0.0144, predict loss 6.0920
[Train] Iteration 4025, total loss 8.9184, policy loss -4.1859, value loss 6.7403, entropy loss -0.0108, predict loss 6.3641
[Train] Iteration 4026, total loss 4.3084, policy loss -4.1256, value loss 1.8479, entropy loss -0.0024, predict loss 6.5862
[Train] Iteration 4027, total loss 7.4624, policy loss -4.6309, value loss 5.7528, entropy loss -0.0109, predict loss 6.3407
[Train] Iteration 4028, total loss 6.0636, policy loss -4.6612, value loss 4.3330, entropy loss -0.0082, predict loss 6.3919
[Train] Iteration 4029, total loss 8.1503, policy loss -4.0037, value loss 5.6355, entropy loss -0.0105, predict loss 6.5187
[Train] Iteration 4030, total loss 9.1100, policy loss -4.0703, value loss 6.9922, entropy loss -0.0118, predict loss 6.1883
[Train] Iteration 4031, total loss 7.6614, policy loss -4.3116, value loss 5.3472, entropy loss -0.0126, predict loss 6.6260
[Train] Iteration 4032, total loss 6.5213, policy loss -4.2733, value loss 4.2701, entropy loss -0.0057, predict loss 6.5247
[Train] Iteration 4033, total loss 7.0847, policy loss -3.5300, value loss 3.9786, entropy loss -0.0095, predict loss 6.6363
[Train] Iteration 4034, total loss 6.0398, policy loss -4.3747, value loss 3.9562, entropy loss -0.0181, predict loss 6.4586
[Train] Iteration 4035, total loss 5.6291, policy loss -3.8388, value loss 2.9106, entropy loss -0.0044, predict loss 6.5574
[Train] Iteration 4036, total loss 7.9014, policy loss -4.2461, value loss 5.8588, entropy loss -0.0172, predict loss 6.2890
[Train] Iteration 4037, total loss 6.0206, policy loss -4.6411, value loss 4.0052, entropy loss -0.0109, predict loss 6.6567
[Train] Iteration 4038, total loss 5.6556, policy loss -3.9799, value loss 3.3687, entropy loss -0.0095, predict loss 6.2670
[Train] Iteration 4039, total loss 6.6451, policy loss -4.5279, value loss 4.7097, entropy loss -0.0091, predict loss 6.4635
[Train] Iteration 4040, total loss 6.6891, policy loss -4.1069, value loss 4.3340, entropy loss -0.0079, predict loss 6.4622
[Train] Iteration 4041, total loss 5.4447, policy loss -3.9431, value loss 3.0721, entropy loss -0.0093, predict loss 6.3160
[Train] Iteration 4042, total loss 9.5217, policy loss -4.1943, value loss 7.2900, entropy loss -0.0114, predict loss 6.4263
[Train] Iteration 4043, total loss 9.3006, policy loss -4.1658, value loss 6.8625, entropy loss -0.0136, predict loss 6.6042
[Train] Iteration 4044, total loss 7.2019, policy loss -3.8750, value loss 4.3655, entropy loss -0.0128, predict loss 6.7116
[Train] Iteration 4045, total loss 7.1459, policy loss -3.7250, value loss 3.8461, entropy loss -0.0188, predict loss 7.0253
[Train] Iteration 4046, total loss 8.7466, policy loss -4.5950, value loss 6.4711, entropy loss -0.0165, predict loss 6.8709
[Train] Iteration 4047, total loss 8.6838, policy loss -4.2007, value loss 6.0031, entropy loss -0.0103, predict loss 6.8816
[Train] Iteration 4048, total loss 4.7879, policy loss -4.2440, value loss 2.9181, entropy loss -0.0116, predict loss 6.1140
[Train] Iteration 4049, total loss 8.2129, policy loss -4.2697, value loss 5.7490, entropy loss -0.0065, predict loss 6.7337
[Train] Iteration 4050, total loss 6.9149, policy loss -4.6423, value loss 5.2407, entropy loss -0.0127, predict loss 6.3167
[Train] Iteration 4051, total loss 6.1725, policy loss -4.3689, value loss 4.0198, entropy loss -0.0152, predict loss 6.5219
[Train] Iteration 4052, total loss 5.2560, policy loss -4.3945, value loss 2.9203, entropy loss -0.0162, predict loss 6.7306
[Train] Iteration 4053, total loss 6.0556, policy loss -4.3796, value loss 4.0873, entropy loss -0.0042, predict loss 6.3480
[Train] Iteration 4054, total loss 5.8294, policy loss -4.8296, value loss 3.8993, entropy loss -0.0078, predict loss 6.7598
[Train] Iteration 4055, total loss 6.1287, policy loss -4.2312, value loss 3.9125, entropy loss -0.0044, predict loss 6.4475
[Train] Iteration 4056, total loss 6.7098, policy loss -3.8355, value loss 3.9557, entropy loss -0.0098, predict loss 6.5898
[Train] Iteration 4057, total loss 9.2494, policy loss -3.8879, value loss 6.2899, entropy loss -0.0136, predict loss 6.8477
[Train] Iteration 4058, total loss 8.4640, policy loss -4.2552, value loss 6.3483, entropy loss -0.0183, predict loss 6.3712
[Train] Iteration 4059, total loss 6.5487, policy loss -3.8566, value loss 3.9928, entropy loss -0.0124, predict loss 6.4128
[Train] Iteration 4060, total loss 6.0233, policy loss -4.3696, value loss 3.6997, entropy loss -0.0168, predict loss 6.6936
[Train] Iteration 4061, total loss 6.3714, policy loss -4.3790, value loss 4.3446, entropy loss -0.0138, predict loss 6.4061
[Train] Iteration 4062, total loss 6.2306, policy loss -3.9766, value loss 3.7735, entropy loss -0.0145, predict loss 6.4339
[Train] Iteration 4063, total loss 5.1111, policy loss -3.5308, value loss 2.6546, entropy loss -0.0154, predict loss 5.9876
[Train] Iteration 4064, total loss 7.0759, policy loss -4.2694, value loss 4.8244, entropy loss -0.0105, predict loss 6.5211
[Train] Iteration 4065, total loss 5.5972, policy loss -4.7409, value loss 3.8165, entropy loss -0.0069, predict loss 6.5217
[Train] Iteration 4066, total loss 6.6591, policy loss -4.7518, value loss 4.6163, entropy loss -0.0103, predict loss 6.7948
[Train] Iteration 4067, total loss 6.5479, policy loss -4.5196, value loss 4.8770, entropy loss -0.0253, predict loss 6.1910
[Train] Iteration 4068, total loss 8.4732, policy loss -3.8000, value loss 5.8535, entropy loss -0.0110, predict loss 6.4199
[Train] Iteration 4069, total loss 7.6751, policy loss -3.9747, value loss 5.1390, entropy loss -0.0114, predict loss 6.5110
[Train] Iteration 4070, total loss 6.0937, policy loss -3.8692, value loss 4.0078, entropy loss -0.0258, predict loss 5.9556
[Train] Iteration 4071, total loss 8.4136, policy loss -3.8763, value loss 5.7720, entropy loss -0.0037, predict loss 6.5179
[Train] Iteration 4072, total loss 9.2225, policy loss -4.5224, value loss 7.2797, entropy loss -0.0199, predict loss 6.4656
[Train] Iteration 4073, total loss 6.3168, policy loss -3.9104, value loss 3.6474, entropy loss -0.0146, predict loss 6.5802
[Train] Iteration 4074, total loss 6.3977, policy loss -4.3184, value loss 4.4244, entropy loss -0.0097, predict loss 6.2919
[Train] Iteration 4075, total loss 8.9705, policy loss -3.9737, value loss 6.2617, entropy loss -0.0124, predict loss 6.6827
[Train] Iteration 4076, total loss 11.1878, policy loss -4.0429, value loss 8.9493, entropy loss -0.0089, predict loss 6.2816
[Train] Iteration 4077, total loss 7.6842, policy loss -4.2912, value loss 5.7194, entropy loss -0.0037, predict loss 6.2560
[Train] Iteration 4078, total loss 7.0936, policy loss -4.4076, value loss 4.8040, entropy loss -0.0151, predict loss 6.6976
[Train] Iteration 4079, total loss 5.4578, policy loss -3.6974, value loss 2.9774, entropy loss -0.0201, predict loss 6.1782
[Train] Iteration 4080, total loss 31.5969, policy loss 11.9958, value loss 12.5001, entropy loss -0.0080, predict loss 7.1011
[Train] Iteration 4081, total loss 8.9413, policy loss -4.3115, value loss 6.1094, entropy loss -0.0158, predict loss 7.1438
[Train] Iteration 4082, total loss 6.8536, policy loss -3.4713, value loss 4.0729, entropy loss -0.0141, predict loss 6.2523
[Train] Iteration 4083, total loss 6.2721, policy loss -4.0328, value loss 4.0910, entropy loss -0.0152, predict loss 6.2142
[Train] Iteration 4084, total loss 7.1877, policy loss -3.8564, value loss 4.5107, entropy loss -0.0102, predict loss 6.5336
[Train] Iteration 4085, total loss 5.0318, policy loss -4.1680, value loss 2.7546, entropy loss -0.0135, predict loss 6.4455
[Train] Iteration 4086, total loss 12.9701, policy loss -3.6852, value loss 10.1683, entropy loss -0.0208, predict loss 6.4874
[Train] Iteration 4087, total loss 8.5071, policy loss -4.2957, value loss 5.9904, entropy loss -0.0163, predict loss 6.8128
[Train] Iteration 4088, total loss 14.2195, policy loss -4.0181, value loss 11.5944, entropy loss -0.0045, predict loss 6.6432
[Train] Iteration 4089, total loss 6.6226, policy loss -4.3614, value loss 4.2453, entropy loss -0.0167, predict loss 6.7389
[Train] Iteration 4090, total loss 6.3452, policy loss -4.0299, value loss 4.2240, entropy loss -0.0157, predict loss 6.1515
[Train] Iteration 4091, total loss 12.5279, policy loss -3.5089, value loss 9.2718, entropy loss -0.0194, predict loss 6.7653
[Train] Iteration 4092, total loss 8.6333, policy loss -3.9810, value loss 5.6161, entropy loss -0.0118, predict loss 6.9985
[Train] Iteration 4093, total loss 13.1221, policy loss -4.1315, value loss 10.7024, entropy loss -0.0059, predict loss 6.5513
[Train] Iteration 4094, total loss 9.1458, policy loss -4.3779, value loss 6.8377, entropy loss -0.0102, predict loss 6.6861
[Train] Iteration 4095, total loss 10.6079, policy loss -3.5838, value loss 7.7875, entropy loss -0.0165, predict loss 6.4045
[Train] Iteration 4096, total loss 6.9235, policy loss -4.5452, value loss 5.0184, entropy loss -0.0191, predict loss 6.4507
[Train] Iteration 4097, total loss 12.3553, policy loss -4.3296, value loss 9.9694, entropy loss -0.0141, predict loss 6.7157
[Train] Iteration 4098, total loss 9.8179, policy loss -3.7847, value loss 6.8762, entropy loss -0.0072, predict loss 6.7265
[Train] Iteration 4099, total loss 6.9369, policy loss -4.2872, value loss 4.3560, entropy loss -0.0091, predict loss 6.8682
[Train] Iteration 4100, total loss 6.9292, policy loss -3.8632, value loss 4.5392, entropy loss -0.0177, predict loss 6.2536
[Train] Iteration 4101, total loss 6.4674, policy loss -4.1642, value loss 4.3096, entropy loss -0.0082, predict loss 6.3221
[Train] Iteration 4102, total loss 5.4184, policy loss -4.1892, value loss 2.9494, entropy loss -0.0064, predict loss 6.6583
[Train] Iteration 4103, total loss 9.0967, policy loss -4.3127, value loss 6.4981, entropy loss -0.0065, predict loss 6.9114
[Train] Iteration 4104, total loss 8.9645, policy loss -3.7156, value loss 5.9904, entropy loss -0.0119, predict loss 6.6899
[Train] Iteration 4105, total loss 5.8302, policy loss -4.2897, value loss 3.7156, entropy loss -0.0080, predict loss 6.4045
[Train] Iteration 4106, total loss 8.8523, policy loss -3.8656, value loss 6.2714, entropy loss -0.0215, predict loss 6.4469
[Train] Iteration 4107, total loss 6.8538, policy loss -4.3394, value loss 4.9061, entropy loss -0.0092, predict loss 6.2872
[Train] Iteration 4108, total loss 7.1234, policy loss -4.5536, value loss 4.8819, entropy loss -0.0109, predict loss 6.7952
[Train] Iteration 4109, total loss 12.6689, policy loss -3.8446, value loss 10.3294, entropy loss -0.0104, predict loss 6.1843
[Train] Iteration 4110, total loss 7.3436, policy loss -4.1392, value loss 4.8792, entropy loss -0.0118, predict loss 6.6039
[Train] Iteration 4111, total loss 5.2033, policy loss -4.3507, value loss 3.5885, entropy loss -0.0182, predict loss 5.9658
[Train] Iteration 4112, total loss 11.4222, policy loss -4.1083, value loss 8.8748, entropy loss -0.0103, predict loss 6.6559
[Train] Iteration 4113, total loss 5.4186, policy loss -4.4914, value loss 3.5696, entropy loss -0.0206, predict loss 6.3409
[Train] Iteration 4114, total loss 6.5929, policy loss -4.3279, value loss 4.2006, entropy loss -0.0211, predict loss 6.7206
[Train] Iteration 4115, total loss 8.7714, policy loss -4.2412, value loss 6.2556, entropy loss -0.0055, predict loss 6.7571
[Train] Iteration 4116, total loss 9.3320, policy loss -3.7356, value loss 6.4200, entropy loss -0.0203, predict loss 6.6480
[Train] Iteration 4117, total loss 5.8588, policy loss -4.4104, value loss 3.7316, entropy loss -0.0148, predict loss 6.5379
[Train] Iteration 4118, total loss 12.0131, policy loss -3.9098, value loss 9.5293, entropy loss -0.0151, predict loss 6.3938
[Train] Iteration 4119, total loss 6.5992, policy loss -4.7081, value loss 4.6112, entropy loss -0.0111, predict loss 6.6963
[Train] Iteration 4120, total loss 8.9536, policy loss -4.1411, value loss 6.8438, entropy loss -0.0146, predict loss 6.2512
[Train] Iteration 4121, total loss 10.8047, policy loss -3.8735, value loss 8.6521, entropy loss -0.0153, predict loss 6.0265
[Train] Iteration 4122, total loss 9.5234, policy loss -4.3207, value loss 6.8472, entropy loss -0.0176, predict loss 6.9972
[Train] Iteration 4123, total loss 6.0182, policy loss -3.5957, value loss 2.9300, entropy loss -0.0026, predict loss 6.6840
[Train] Iteration 4124, total loss 4.9817, policy loss -3.7610, value loss 2.4146, entropy loss -0.0167, predict loss 6.3284
[Train] Iteration 4125, total loss 6.2526, policy loss -4.1267, value loss 4.2046, entropy loss -0.0099, predict loss 6.1750
[Train] Iteration 4126, total loss 13.4711, policy loss -4.2238, value loss 10.7051, entropy loss -0.0027, predict loss 6.9899
[Train] Iteration 4127, total loss 6.4912, policy loss -4.1589, value loss 4.0086, entropy loss -0.0091, predict loss 6.6417
[Train] Iteration 4128, total loss 12.1730, policy loss -4.0929, value loss 9.6423, entropy loss -0.0157, predict loss 6.6239
[Train] Iteration 4129, total loss 6.0880, policy loss -4.7045, value loss 3.9090, entropy loss -0.0121, predict loss 6.8837
[Train] Iteration 4130, total loss 13.2013, policy loss -3.7405, value loss 10.3273, entropy loss -0.0072, predict loss 6.6146
[Train] Iteration 4131, total loss 13.4977, policy loss -4.2385, value loss 10.9769, entropy loss -0.0043, predict loss 6.7593
[Train] Iteration 4132, total loss 8.1855, policy loss -4.0764, value loss 5.8834, entropy loss -0.0125, predict loss 6.3788
[Train] Iteration 4133, total loss 12.6882, policy loss -3.8922, value loss 9.6065, entropy loss -0.0067, predict loss 6.9741
[Train] Iteration 4134, total loss 7.7026, policy loss -4.0328, value loss 5.2105, entropy loss -0.0126, predict loss 6.5252
[Train] Iteration 4135, total loss 5.3095, policy loss -4.7368, value loss 3.3814, entropy loss -0.0174, predict loss 6.6653
[Train] Iteration 4136, total loss 8.3780, policy loss -3.9321, value loss 5.6775, entropy loss -0.0082, predict loss 6.6328
[Train] Iteration 4137, total loss 6.9049, policy loss -4.4813, value loss 4.8330, entropy loss -0.0093, predict loss 6.5534
[Train] Iteration 4138, total loss 9.0737, policy loss -4.2318, value loss 6.6792, entropy loss -0.0135, predict loss 6.6266
[Train] Iteration 4139, total loss 8.6732, policy loss -4.0561, value loss 6.3223, entropy loss -0.0197, predict loss 6.4074
[Train] Iteration 4140, total loss 8.4257, policy loss -4.2701, value loss 6.3113, entropy loss -0.0145, predict loss 6.3847
[Train] Iteration 4141, total loss 10.3806, policy loss -4.1238, value loss 7.9733, entropy loss -0.0081, predict loss 6.5314
[Train] Iteration 4142, total loss 8.6804, policy loss -4.1576, value loss 6.3053, entropy loss -0.0195, predict loss 6.5331
[Train] Iteration 4143, total loss 7.7724, policy loss -4.7310, value loss 5.6972, entropy loss -0.0086, predict loss 6.8063
[Train] Iteration 4144, total loss 9.8045, policy loss -4.0319, value loss 6.9785, entropy loss -0.0089, predict loss 6.8581
[Train] Iteration 4145, total loss 9.0918, policy loss -4.7758, value loss 7.0359, entropy loss -0.0192, predict loss 6.8320
[Train] Iteration 4146, total loss 7.3493, policy loss -4.1354, value loss 5.1535, entropy loss -0.0152, predict loss 6.3315
[Train] Iteration 4147, total loss 5.7488, policy loss -3.6574, value loss 2.7493, entropy loss -0.0142, predict loss 6.6572
[Train] Iteration 4148, total loss 5.7631, policy loss -4.1984, value loss 3.4552, entropy loss -0.0112, predict loss 6.5065
[Train] Iteration 4149, total loss 6.9899, policy loss -4.2222, value loss 4.2165, entropy loss -0.0089, predict loss 6.9958
[Train] Iteration 4150, total loss 10.6050, policy loss -4.8739, value loss 8.6943, entropy loss -0.0224, predict loss 6.7850
[Train] Iteration 4151, total loss 4.3323, policy loss -3.9687, value loss 2.0925, entropy loss -0.0157, predict loss 6.2089
[Train] Iteration 4152, total loss 11.3192, policy loss -4.2974, value loss 9.0755, entropy loss -0.0099, predict loss 6.5413
